15196161,0,FALSE,3908.73,FALSE,TRUE,193,FALSE,FALSE,FALSE,989.0374697,Beat,FALSE,1,6.49E-07
15560709,99.762805,TRUE,3116.36,TRUE,TRUE,242,FALSE,FALSE,FALSE,5816.920617,Lite,TRUE,1,0.995644
15372295,38.27394193,FALSE,46.221,FALSE,TRUE,42,FALSE,TRUE,FALSE,3879.710615,Beat,TRUE,1,0.98196054
14958603,15.49156345,FALSE,1051.36,FALSE,TRUE,340,TRUE,FALSE,FALSE,3386.305733,Beat,FALSE,1,0.9909476
15142925,14.88989723,FALSE,3693.46,FALSE,FALSE,,FALSE,TRUE,TRUE,4927.484956,Beat,FALSE,1,7.09E-07
15609871,10.18784651,FALSE,500.317,FALSE,TRUE,12,FALSE,TRUE,FALSE,8514.358674,Beat,FALSE,1,0.98436874
15196184,8.049010331,FALSE,2106.58,FALSE,TRUE,61,TRUE,TRUE,FALSE,413.159694,Beat,FALSE,1,0.9994388
15249434,0,FALSE,3393.81,FALSE,FALSE,,TRUE,TRUE,FALSE,17642.55332,Beat,FALSE,1,0.41032323
15491104,99.44388373,TRUE,161.017,TRUE,TRUE,87,FALSE,FALSE,FALSE,4560.519059,Beat,TRUE,1,
15564835,32.07797269,TRUE,1829.39,FALSE,TRUE,226,FALSE,TRUE,FALSE,6554.650002,Beat,TRUE,1,0.982535
14934059,99.66677662,FALSE,2443.94,TRUE,TRUE,42,FALSE,FALSE,FALSE,13704.96009,Beat,TRUE,1,0.4880833
15499308,99.51759414,FALSE,1296.67,TRUE,TRUE,66,FALSE,FALSE,FALSE,9853.283066,Beat,TRUE,1,0.99220717
15355949,80.50350064,FALSE,1632.46,TRUE,TRUE,171,FALSE,TRUE,FALSE,1127.478138,Beat,TRUE,1,2.13E-06
15114288,99.36879272,FALSE,1806.53,TRUE,TRUE,195,FALSE,TRUE,FALSE,930.8795246,Beat,TRUE,1,1.09E-07
15028272,5.16775844,FALSE,617.801,FALSE,FALSE,,FALSE,FALSE,FALSE,3769.208037,Beat,FALSE,1,0.99867284
15396922,95.52394364,FALSE,405.576,TRUE,TRUE,289,TRUE,FALSE,FALSE,2367.194673,Beat,TRUE,1,0.98500466
15208514,8.040845251,FALSE,2222.83,FALSE,TRUE,204,FALSE,TRUE,FALSE,1510.374788,Beat,FALSE,1,0.6752351
14966851,99.2278486,FALSE,2071.55,TRUE,TRUE,133,TRUE,TRUE,FALSE,3711.557742,Beat,TRUE,1,0.99377054
15327302,20.03208297,FALSE,2210.8,FALSE,TRUE,26,FALSE,TRUE,FALSE,1407.775821,Beat,FALSE,1,0.9970452
14864458,3.31849154,FALSE,1301.3,FALSE,TRUE,144,FALSE,FALSE,FALSE,2269.575026,Beat,FALSE,1,0.9928013
15134807,24.63664328,FALSE,3590.11,FALSE,TRUE,117,FALSE,TRUE,FALSE,1802.946993,Beat,FALSE,1,0.9961901
15106136,1.838738454,FALSE,478.439,FALSE,TRUE,12,FALSE,TRUE,FALSE,4586.490491,Beat,FALSE,1,1.30E-06
15204442,96.31250444,TRUE,887.869,TRUE,TRUE,90,FALSE,FALSE,FALSE,2751.766595,Beat,TRUE,1,0.9941372
